,iid,id,wave,partner,pid,match,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,age,imprelig,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr_important,sinc_important,intel_important,fun_important,amb_important,shar_important,attr_fellow_want,sinc_fellow_want,intel_fellow_want,fun_fellow_want,amb_fellow_want,shar_fellow_want,attr_o_want,sinc_o_want,intel_o_want,fun_o_want,amb_o_want,shar_o_want,attr_self,sinc_self,fun_self,intel_self,amb_self,attr_perceived,sinc_perceived,intel_perceived,fun_perceived,amb_perceived,dec,attr,sinc,intel,fun,amb,shar,like,prob,age_diff
7819,527,19.0,21,14,544.0,0,0.17,23.0,15.0,25.0,20.0,10.0,10.0,20.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,24.0,5.0,1.0,4,3.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,,1,2,3,5,4,6,1,4,6,2,5,3,1,5,6,4,2,3,10.0,10.0,10.0,10.0,10.0,2,4,1,3,5,0,5.0,4.0,8.0,5.0,9.0,2.0,5.0,2.0,0-4
7820,527,19.0,21,15,545.0,0,0.06,24.0,20.0,20.0,20.0,20.0,10.0,10.0,0,,,,,,,,,24.0,5.0,1.0,4,3.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,,1,2,4,5,3,6,1,5,4,2,6,3,1,3,4,5,2,6,10.0,10.0,10.0,10.0,10.0,2,5,1,3,4,0,,,,,,,,,0-4
7821,527,19.0,21,16,546.0,0,0.05,30.0,35.0,10.0,20.0,25.0,5.0,5.0,1,5.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,24.0,5.0,1.0,4,3.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,,1,2,4,6,3,5,1,6,5,2,4,3,1,6,4,3,2,5,10.0,10.0,10.0,10.0,10.0,2,5,1,4,3,0,6.0,5.0,8.0,8.0,7.0,2.0,6.0,5.0,5-9
7822,527,19.0,21,17,547.0,0,0.32,30.0,25.0,20.0,20.0,20.0,0.0,15.0,0,6.0,6.0,5.0,4.0,3.0,1.0,6.0,2.0,24.0,5.0,1.0,4,3.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,,1,2,3,6,4,5,1,4,5,3,6,2,1,3,6,5,2,4,10.0,10.0,10.0,10.0,10.0,2,4,1,5,3,0,4.0,4.0,6.0,4.0,5.0,3.0,4.0,2.0,5-9
7823,527,19.0,21,18,548.0,0,0.09,30.0,40.0,10.0,20.0,10.0,0.0,20.0,0,2.0,5.0,5.0,3.0,2.0,1.0,3.0,4.0,24.0,5.0,1.0,4,3.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,,1,2,3,6,4,5,1,5,4,3,6,2,1,5,3,4,2,6,10.0,10.0,10.0,10.0,10.0,2,5,1,3,4,0,7.0,5.0,8.0,6.0,8.0,2.0,5.0,2.0,5-9
7824,527,19.0,21,19,549.0,0,0.45,28.0,20.0,20.0,20.0,20.0,0.0,20.0,1,5.0,7.0,7.0,7.0,8.0,6.0,6.0,5.0,24.0,5.0,1.0,4,3.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,,1,2,4,5,3,6,1,5,4,2,6,3,1,6,5,4,2,3,10.0,10.0,10.0,10.0,10.0,2,4,1,5,3,0,4.0,6.0,7.0,7.0,8.0,4.0,6.0,3.0,0-4
7825,527,19.0,21,20,550.0,0,0.49,30.0,30.0,3.0,30.0,30.0,3.0,4.0,0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,3.0,24.0,5.0,1.0,4,3.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,,1,2,4,5,3,6,1,4,6,3,5,2,1,4,5,6,2,3,10.0,10.0,10.0,10.0,10.0,2,5,1,4,3,0,4.0,4.0,5.0,4.0,7.0,2.0,4.0,3.0,5-9
7826,527,19.0,21,21,551.0,0,0.29,27.0,40.0,20.0,20.0,20.0,0.0,0.0,0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,24.0,5.0,1.0,4,3.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,,1,2,4,6,3,5,1,6,4,3,5,2,1,6,5,3,2,4,10.0,10.0,10.0,10.0,10.0,2,3,1,5,4,0,7.0,7.0,8.0,8.0,8.0,4.0,8.0,3.0,0-4
7827,527,19.0,21,22,552.0,0,0.71,25.0,70.0,0.0,15.0,15.0,0.0,0.0,0,4.0,6.0,8.0,4.0,4.0,,4.0,4.0,24.0,5.0,1.0,4,3.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,,1,2,3,6,4,5,1,4,6,2,5,3,1,4,6,5,2,3,10.0,10.0,10.0,10.0,10.0,2,4,1,5,3,0,6.0,3.0,7.0,3.0,7.0,2.0,2.0,2.0,0-4
7828,528,20.0,21,1,531.0,0,0.34,25.0,15.0,30.0,20.0,20.0,10.0,5.0,0,5.0,10.0,10.0,5.0,5.0,1.0,3.0,1.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,3,2,5,4,6,3,2,1,5,4,6,1,6,5,4,2,3,9.0,6.0,8.0,8.0,8.0,2,5,4,3,1,0,1.0,5.0,8.0,1.0,8.0,1.0,1.0,1.0,0-4
7829,528,20.0,21,2,532.0,0,0.12,26.0,25.0,20.0,20.0,20.0,5.0,10.0,1,4.0,7.0,7.0,7.0,6.0,6.0,7.0,3.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,5,2,3,4,6,3,2,1,5,4,6,1,6,4,3,5,2,9.0,6.0,8.0,8.0,8.0,2,5,3,4,1,0,1.0,5.0,8.0,1.0,9.0,1.0,1.0,1.0,0-4
7830,528,20.0,21,3,533.0,0,0.18,26.0,25.0,25.0,25.0,13.0,12.0,0.0,0,6.0,8.0,7.0,8.0,,,7.0,5.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,5,2,3,4,6,3,1,2,5,4,6,1,6,5,2,4,3,9.0,6.0,8.0,8.0,8.0,2,5,3,4,1,0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,0-4
7831,528,20.0,21,4,534.0,0,0.11,24.0,30.0,30.0,30.0,5.0,2.0,3.0,1,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,4,2,3,5,6,3,2,1,5,4,6,1,6,2,4,3,5,9.0,6.0,8.0,8.0,8.0,2,5,3,4,1,0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5-9
7832,528,20.0,21,5,535.0,0,-0.43,23.0,23.0,14.0,19.0,16.0,10.0,18.0,0,6.0,8.0,7.0,6.0,8.0,5.0,6.0,4.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,4,2,5,3,6,3,2,1,4,5,6,1,6,3,2,4,5,9.0,6.0,8.0,8.0,8.0,2,5,4,3,1,0,2.0,2.0,7.0,1.0,8.0,1.0,1.0,1.0,5-9
7833,528,20.0,21,6,536.0,0,-0.54,29.0,30.0,20.0,20.0,20.0,10.0,0.0,0,6.0,8.0,7.0,6.0,7.0,4.0,7.0,3.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,4,2,3,5,6,3,2,1,4,5,6,1,6,3,4,5,2,9.0,6.0,8.0,8.0,8.0,2,5,4,3,1,0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0-4
7834,528,20.0,21,7,537.0,0,-0.58,22.0,20.0,5.0,25.0,25.0,5.0,20.0,0,,,,,,,,,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,3,2,4,5,6,3,1,2,5,4,6,1,6,5,4,2,3,9.0,6.0,8.0,8.0,8.0,1,5,3,4,2,0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,5-9
7835,528,20.0,21,8,538.0,0,-0.15,32.0,50.0,0.0,10.0,30.0,0.0,10.0,0,,,,,,,,,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,4,2,5,3,6,3,2,1,4,5,6,1,6,5,4,3,2,9.0,6.0,8.0,8.0,8.0,2,5,4,3,1,0,2.0,4.0,3.0,6.0,1.0,2.0,2.0,2.0,0-4
7836,528,20.0,21,9,539.0,0,-0.24,22.0,30.0,10.0,20.0,15.0,15.0,10.0,0,4.0,6.0,6.0,10.0,9.0,7.0,7.0,4.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,3,2,4,5,6,3,2,1,5,4,6,1,6,4,3,5,2,9.0,6.0,8.0,8.0,8.0,2,5,4,3,1,0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5-9
7837,528,20.0,21,10,540.0,0,0.1,24.0,20.0,15.0,20.0,20.0,15.0,10.0,0,6.0,7.0,7.0,6.0,5.0,2.0,6.0,3.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,4,2,3,5,6,3,2,1,5,4,6,1,6,2,4,5,3,9.0,6.0,8.0,8.0,8.0,1,5,3,4,2,0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,5-9
7838,528,20.0,21,11,541.0,0,0.08,23.0,40.0,30.0,0.0,20.0,0.0,10.0,0,4.0,8.0,8.0,10.0,7.0,10.0,4.0,4.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,5,2,3,4,6,3,2,1,5,4,6,1,6,4,2,5,3,9.0,6.0,8.0,8.0,8.0,1,5,4,3,2,0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,5-9
7839,528,20.0,21,12,542.0,0,-0.59,23.0,25.0,15.0,20.0,20.0,10.0,10.0,1,5.0,6.0,7.0,6.0,7.0,8.0,7.0,6.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,4,2,3,5,6,3,2,1,5,4,6,1,6,2,3,5,4,9.0,6.0,8.0,8.0,8.0,2,5,3,4,1,0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,5-9
7840,528,20.0,21,13,543.0,0,-0.09,24.0,20.0,16.0,16.0,17.0,16.0,15.0,0,5.0,8.0,8.0,5.0,8.0,5.0,2.0,4.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,4,2,3,5,6,3,2,1,4,5,6,1,6,2,5,4,3,9.0,6.0,8.0,8.0,8.0,2,5,3,4,1,0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,5-9
7841,528,20.0,21,14,544.0,0,-0.21,23.0,15.0,25.0,20.0,10.0,10.0,20.0,0,6.0,6.0,7.0,8.0,7.0,5.0,6.0,4.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,4,2,5,3,6,3,2,1,5,4,6,1,6,5,2,3,4,9.0,6.0,8.0,8.0,8.0,2,5,4,3,1,0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,5-9
7842,528,20.0,21,15,545.0,0,0.1,24.0,20.0,20.0,20.0,20.0,10.0,10.0,1,7.0,9.0,8.0,10.0,6.0,5.0,9.0,8.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,4,2,3,5,6,3,2,1,5,4,6,1,6,3,5,2,4,9.0,6.0,8.0,8.0,8.0,2,5,4,3,1,0,1.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,5-9
7843,528,20.0,21,16,546.0,0,0.03,30.0,35.0,10.0,20.0,25.0,5.0,5.0,0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,4,2,3,5,6,3,1,2,5,4,6,1,6,5,4,2,3,9.0,6.0,8.0,8.0,8.0,2,5,3,4,1,0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,0-4
7844,528,20.0,21,17,547.0,0,-0.45,30.0,25.0,20.0,20.0,20.0,0.0,15.0,0,5.0,7.0,7.0,9.0,6.0,3.0,7.0,5.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,4,2,3,5,6,3,1,2,5,4,6,1,6,5,4,3,2,9.0,6.0,8.0,8.0,8.0,2,5,4,3,1,0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0-4
7845,528,20.0,21,18,548.0,0,0.04,30.0,40.0,10.0,20.0,10.0,0.0,20.0,1,5.0,5.0,5.0,6.0,4.0,1.0,5.0,5.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,4,2,5,3,6,3,1,2,5,4,6,1,6,2,3,4,5,9.0,6.0,8.0,8.0,8.0,1,5,3,4,2,0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0-4
7846,528,20.0,21,19,549.0,0,-0.51,28.0,20.0,20.0,20.0,20.0,0.0,20.0,0,6.0,6.0,7.0,7.0,8.0,6.0,6.0,3.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,3,2,4,5,6,3,2,1,4,5,6,1,6,2,5,4,3,9.0,6.0,8.0,8.0,8.0,2,5,4,3,1,0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,0-4
7847,528,20.0,21,20,550.0,0,-0.59,30.0,30.0,3.0,30.0,30.0,3.0,4.0,0,5.0,6.0,4.0,6.0,4.0,5.0,5.0,6.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,3,2,5,4,6,3,1,2,4,5,6,1,6,5,2,4,3,9.0,6.0,8.0,8.0,8.0,2,5,3,4,1,0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0-4
7848,528,20.0,21,21,551.0,0,-0.55,27.0,40.0,20.0,20.0,20.0,0.0,0.0,0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,1.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,5,2,3,4,6,3,1,2,4,5,6,1,6,4,3,2,5,9.0,6.0,8.0,8.0,8.0,1,5,3,4,2,1,6.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0,0-4
7849,528,20.0,21,22,552.0,0,-0.46,25.0,70.0,0.0,15.0,15.0,0.0,0.0,0,4.0,7.0,8.0,8.0,8.0,,6.0,5.0,29.0,7.0,2.0,6,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,,1,5,2,3,4,6,3,2,1,4,5,6,1,6,2,5,4,3,9.0,6.0,8.0,8.0,8.0,1,5,3,4,2,0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0-4
7850,529,21.0,21,1,531.0,0,0.42,25.0,15.0,30.0,20.0,20.0,10.0,5.0,0,5.0,10.0,10.0,5.0,10.0,8.0,3.0,3.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,4,1,2,6,5,3,1,4,3,5,6,2,3,2,4,5,6,1,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,1,4.0,6.0,5.0,5.0,6.0,5.0,6.0,7.0,0-4
7851,529,21.0,21,2,532.0,1,-0.15,26.0,25.0,20.0,20.0,20.0,5.0,10.0,1,6.0,8.0,9.0,8.0,8.0,8.0,8.0,6.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,4,2,1,5,6,3,1,2,3,5,6,4,1,3,5,4,6,2,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,1,5.0,7.0,5.0,4.0,5.0,4.0,6.0,7.0,0-4
7852,529,21.0,21,3,533.0,0,0.78,26.0,25.0,25.0,25.0,13.0,12.0,0.0,0,4.0,10.0,9.0,7.0,6.0,4.0,7.0,6.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,6,1,2,4,5,3,4,3,2,5,6,1,3,2,5,4,6,1,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,0,7.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,0-4
7853,529,21.0,21,4,534.0,1,0.43,24.0,30.0,30.0,30.0,5.0,2.0,3.0,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,5,2,1,4,6,3,3,1,2,6,5,4,2,1,5,4,6,3,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,1,4.0,6.0,4.0,5.0,4.0,,5.0,5.0,0-4
7854,529,21.0,21,5,535.0,0,0.23,23.0,23.0,14.0,19.0,16.0,10.0,18.0,0,,,,,,,,,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,5,1,2,6,4,3,4,1,3,6,5,2,1,3,5,4,6,2,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,1,6.0,5.0,5.0,5.0,,,5.0,5.0,0-4
7855,529,21.0,21,6,536.0,0,0.27,29.0,30.0,20.0,20.0,20.0,10.0,0.0,0,6.0,9.0,9.0,6.0,8.0,7.0,3.0,6.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,4,1,2,6,5,3,1,2,4,5,6,3,3,1,4,5,6,2,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,0,5.0,4.0,6.0,6.0,5.0,4.0,4.0,5.0,5-9
7856,529,21.0,21,7,537.0,0,0.22,22.0,20.0,5.0,25.0,25.0,5.0,20.0,0,4.0,8.0,8.0,4.0,5.0,2.0,4.0,4.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,4,1,2,6,5,3,3,2,4,6,5,1,1,3,4,5,6,2,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,1,6.0,5.0,6.0,5.0,6.0,,5.0,4.0,0-4
7857,529,21.0,21,8,538.0,0,0.27,32.0,50.0,0.0,10.0,30.0,0.0,10.0,0,3.0,8.0,6.0,5.0,5.0,4.0,6.0,2.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,4,2,1,6,5,3,4,2,1,6,5,3,1,3,4,5,6,2,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,0,6.0,7.0,7.0,5.0,5.0,,7.0,5.0,10-14
7858,529,21.0,21,9,539.0,0,0.09,22.0,30.0,10.0,20.0,15.0,15.0,10.0,1,7.0,8.0,9.0,8.0,7.0,5.0,8.0,4.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,5,2,1,6,4,3,1,3,4,6,5,2,2,1,4,5,6,3,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,0,5.0,6.0,7.0,6.0,5.0,,6.0,4.0,0-4
7859,529,21.0,21,10,540.0,0,0.48,24.0,20.0,15.0,20.0,20.0,15.0,10.0,0,4.0,5.0,5.0,4.0,3.0,2.0,6.0,3.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,4,2,1,5,6,3,3,2,4,6,5,1,3,2,4,5,6,1,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,0,4.0,7.0,5.0,5.0,5.0,,5.0,4.0,0-4
7860,529,21.0,21,11,541.0,0,-0.14,23.0,40.0,30.0,0.0,20.0,0.0,10.0,0,3.0,8.0,8.0,7.0,8.0,8.0,6.0,5.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,5,2,1,4,6,3,1,3,4,5,6,2,2,1,5,4,6,3,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,1,5.0,7.0,6.0,6.0,5.0,8.0,7.0,7.0,0-4
7861,529,21.0,21,12,542.0,0,0.0,23.0,25.0,15.0,20.0,20.0,10.0,10.0,0,1.0,6.0,5.0,4.0,3.0,5.0,7.0,7.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,4,2,1,5,6,3,1,3,2,5,6,4,2,3,4,5,6,1,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,0,5.0,5.0,5.0,4.0,,,5.0,4.0,0-4
7862,529,21.0,21,13,543.0,0,-0.24,24.0,20.0,16.0,16.0,17.0,16.0,15.0,0,3.0,8.0,8.0,8.0,8.0,3.0,2.0,6.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,4,1,2,6,5,3,1,4,3,6,5,2,1,2,4,5,6,3,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,1,5.0,7.0,6.0,6.0,4.0,5.0,6.0,6.0,0-4
7863,529,21.0,21,14,544.0,0,0.12,23.0,15.0,25.0,20.0,10.0,10.0,20.0,0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,4,1,2,6,5,3,2,3,4,5,6,1,2,3,5,4,6,1,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,1,4.0,6.0,5.0,5.0,5.0,,6.0,5.0,0-4
7864,529,21.0,21,15,545.0,0,0.31,24.0,20.0,20.0,20.0,20.0,10.0,10.0,0,4.0,8.0,8.0,2.0,7.0,2.0,5.0,5.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,5,1,2,6,4,3,2,4,1,5,6,3,1,3,4,5,6,2,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,0,6.0,6.0,5.0,5.0,,,5.0,4.0,0-4
7865,529,21.0,21,16,546.0,0,0.19,30.0,35.0,10.0,20.0,25.0,5.0,5.0,0,4.0,7.0,7.0,4.0,5.0,2.0,4.0,5.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,4,2,1,5,6,3,3,4,2,5,6,1,3,1,5,4,6,2,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,0,6.0,6.0,7.0,5.0,5.0,,6.0,5.0,5-9
7866,529,21.0,21,17,547.0,0,0.2,30.0,25.0,20.0,20.0,20.0,0.0,15.0,0,2.0,7.0,7.0,3.0,6.0,1.0,5.0,6.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,4,2,1,5,6,3,1,4,2,6,5,3,2,1,5,4,6,3,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,1,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5-9
7867,529,21.0,21,18,548.0,0,0.12,30.0,40.0,10.0,20.0,10.0,0.0,20.0,0,1.0,10.0,8.0,1.0,8.0,1.0,5.0,7.0,22.0,1.0,2.0,4,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,,6,1,2,5,4,3,4,2,3,6,5,1,1,2,5,4,6,3,6.0,10.0,9.0,7.0,5.0,5,1,4,2,3,1,6.0,7.0,7.0,5.0,5.0,5.0,7.0,4.0,5-9
