,match,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,age,imprelig,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr_important,sinc_important,intel_important,fun_important,amb_important,shar_important,attr_self,sinc_self,fun_self,intel_self,amb_self,dec,attr,sinc,intel,fun,amb,shar,like,prob
1528,0,0.8,29.0,10.0,20.0,20.0,20.0,20.0,10.0,0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,5.0,27.0,8.0,2.0,5.0,3.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,3.0,3,5,1,4,2,6,9.0,8.0,7.0,9.0,9.0,1,9.0,8.0,6.0,6.0,6.0,6.0,7.0,5.0
1529,1,0.45,29.0,14.0,20.0,18.0,24.0,18.0,6.0,1,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,27.0,8.0,2.0,5.0,3.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,3.0,2,4,1,5,3,6,9.0,8.0,7.0,9.0,9.0,1,7.0,8.0,6.0,8.0,6.0,6.0,7.0,5.0
1531,1,-0.28,22.0,15.0,20.0,20.0,20.0,15.0,10.0,1,7.0,7.0,8.0,10.0,9.0,8.0,9.0,5.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,2,3,6,5,8.0,7.0,9.0,8.0,6.0,1,8.0,7.0,8.0,8.0,7.0,7.0,7.0,3.0
1532,0,-0.2,23.0,10.0,25.0,20.0,10.0,20.0,15.0,1,7.0,9.0,9.0,7.0,9.0,7.0,7.0,1.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,2,3,6,5,8.0,7.0,9.0,8.0,6.0,0,5.0,8.0,8.0,6.0,4.0,6.0,5.0,2.0
1533,0,0.03,26.0,10.0,20.0,15.0,20.0,20.0,15.0,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,2,3,6,5,8.0,7.0,9.0,8.0,6.0,0,5.0,9.0,8.0,9.0,5.0,6.0,5.0,2.0
1534,1,0.31,27.0,10.0,20.0,20.0,10.0,20.0,20.0,1,8.0,8.0,9.0,9.0,8.0,8.0,9.0,8.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,2,3,6,5,8.0,7.0,9.0,8.0,6.0,1,6.0,9.0,9.0,6.0,5.0,7.0,5.0,1.0
1535,0,-0.02,28.0,10.0,10.0,20.0,20.0,20.0,20.0,0,9.0,9.0,9.0,8.0,2.0,7.0,7.0,7.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,3,2,6,5,8.0,7.0,9.0,8.0,6.0,1,8.0,7.0,9.0,8.0,10.0,5.0,7.0,1.0
1536,1,-0.08,25.0,20.0,20.0,20.0,20.0,10.0,10.0,1,7.0,9.0,9.0,10.0,9.0,8.0,9.0,8.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,3,2,6,5,8.0,7.0,9.0,8.0,6.0,1,8.0,7.0,7.0,6.0,7.0,6.0,7.0,4.0
1537,0,0.09,35.0,10.0,32.0,20.0,12.0,11.0,15.0,0,5.0,10.0,8.0,8.0,8.0,8.0,4.0,3.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,3,2,6,5,8.0,7.0,9.0,8.0,6.0,1,8.0,9.0,8.0,7.0,5.0,8.0,6.0,3.0
1538,1,0.17,32.0,30.0,30.0,30.0,5.0,0.0,5.0,1,5.0,5.0,7.0,8.0,7.0,5.0,7.0,5.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,2,3,6,5,8.0,7.0,9.0,8.0,6.0,1,7.0,9.0,9.0,8.0,7.0,9.0,6.0,4.0
1539,0,-0.14,30.0,20.0,25.0,15.0,15.0,15.0,10.0,0,8.0,8.0,8.0,6.0,6.0,2.0,6.0,4.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,3,2,6,5,8.0,7.0,9.0,8.0,6.0,1,7.0,7.0,8.0,7.0,6.0,7.0,6.0,4.0
1540,1,-0.06,22.0,15.0,20.0,20.0,20.0,5.0,20.0,1,7.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,2,3,6,5,8.0,7.0,9.0,8.0,6.0,1,8.0,8.0,8.0,8.0,7.0,6.0,7.0,5.0
1541,0,0.27,23.0,15.0,15.0,20.0,15.0,15.0,20.0,0,1.0,6.0,7.0,7.0,9.0,4.0,2.0,5.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,2,3,6,5,8.0,7.0,9.0,8.0,6.0,1,8.0,7.0,7.0,6.0,7.0,5.0,7.0,1.0
1542,0,0.15,23.0,15.0,15.0,20.0,15.0,20.0,15.0,0,6.0,9.0,10.0,10.0,10.0,8.0,8.0,6.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,2,3,6,5,8.0,7.0,9.0,8.0,6.0,1,7.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0
1543,0,-0.22,27.0,25.0,15.0,20.0,20.0,20.0,0.0,0,6.0,9.0,9.0,7.0,7.0,5.0,5.0,5.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,3,2,6,5,8.0,7.0,9.0,8.0,6.0,1,7.0,8.0,9.0,6.0,8.0,5.0,7.0,5.0
1544,0,0.28,23.0,15.0,21.0,18.0,18.0,10.0,18.0,0,5.0,7.0,6.0,7.0,7.0,6.0,5.0,4.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,3,2,6,5,8.0,7.0,9.0,8.0,6.0,0,6.0,7.0,7.0,5.0,6.0,5.0,6.0,3.0
1546,1,0.03,29.0,10.0,20.0,20.0,20.0,20.0,10.0,1,7.0,8.0,9.0,9.0,8.0,8.0,7.0,6.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,2,3,6,5,8.0,7.0,9.0,8.0,6.0,1,8.0,7.0,8.0,7.0,6.0,6.0,7.0,3.0
1547,0,-0.36,29.0,14.0,20.0,18.0,24.0,18.0,6.0,0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,25.0,1.0,2.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,1.0,1,4,3,2,6,5,8.0,7.0,9.0,8.0,6.0,1,8.0,7.0,8.0,7.0,6.0,5.0,7.0,4.0
1551,0,0.24,26.0,10.0,20.0,15.0,20.0,20.0,15.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,22.0,3.0,5.0,7.0,3.0,2.0,4.0,2.0,9.0,6.0,5.0,4.0,9.0,2.0,9.0,8.0,7.0,9.0,2.0,8.0,5.0,3.0,5.0,2.0,4,2,1,5,6,3,4.0,7.0,3.0,9.0,2.0,1,8.0,10.0,10.0,6.0,9.0,8.0,9.0,2.0
1553,0,0.09,28.0,10.0,10.0,20.0,20.0,20.0,20.0,0,4.0,9.0,8.0,9.0,8.0,3.0,7.0,2.0,22.0,3.0,5.0,7.0,3.0,2.0,4.0,2.0,9.0,6.0,5.0,4.0,9.0,2.0,9.0,8.0,7.0,9.0,2.0,8.0,5.0,3.0,5.0,2.0,5,3,1,4,6,2,4.0,7.0,3.0,9.0,2.0,0,9.0,5.0,6.0,3.0,10.0,9.0,3.0,7.0
1555,0,0.17,35.0,10.0,32.0,20.0,12.0,11.0,15.0,0,5.0,8.0,8.0,8.0,8.0,8.0,4.0,3.0,22.0,3.0,5.0,7.0,3.0,2.0,4.0,2.0,9.0,6.0,5.0,4.0,9.0,2.0,9.0,8.0,7.0,9.0,2.0,8.0,5.0,3.0,5.0,2.0,5,2,1,4,6,3,4.0,7.0,3.0,9.0,2.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0
1556,0,-0.06,32.0,30.0,30.0,30.0,5.0,0.0,5.0,0,4.0,6.0,8.0,6.0,5.0,5.0,5.0,4.0,22.0,3.0,5.0,7.0,3.0,2.0,4.0,2.0,9.0,6.0,5.0,4.0,9.0,2.0,9.0,8.0,7.0,9.0,2.0,8.0,5.0,3.0,5.0,2.0,5,2,1,4,6,3,4.0,7.0,3.0,9.0,2.0,1,10.0,10.0,10.0,8.0,8.0,8.0,10.0,6.0
1558,0,0.21,22.0,15.0,20.0,20.0,20.0,5.0,20.0,1,5.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,22.0,3.0,5.0,7.0,3.0,2.0,4.0,2.0,9.0,6.0,5.0,4.0,9.0,2.0,9.0,8.0,7.0,9.0,2.0,8.0,5.0,3.0,5.0,2.0,5,3,1,4,6,2,4.0,7.0,3.0,9.0,2.0,0,8.0,6.0,7.0,8.0,9.0,1.0,7.0,6.0
1560,0,0.18,23.0,15.0,15.0,20.0,15.0,20.0,15.0,0,2.0,10.0,10.0,2.0,2.0,3.0,7.0,2.0,22.0,3.0,5.0,7.0,3.0,2.0,4.0,2.0,9.0,6.0,5.0,4.0,9.0,2.0,9.0,8.0,7.0,9.0,2.0,8.0,5.0,3.0,5.0,2.0,4,3,1,5,6,2,4.0,7.0,3.0,9.0,2.0,1,8.0,10.0,8.0,8.0,6.0,5.0,7.0,3.0
1565,0,0.37,29.0,14.0,20.0,18.0,24.0,18.0,6.0,0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,22.0,3.0,5.0,7.0,3.0,2.0,4.0,2.0,9.0,6.0,5.0,4.0,9.0,2.0,9.0,8.0,7.0,9.0,2.0,8.0,5.0,3.0,5.0,2.0,4,2,1,5,6,3,4.0,7.0,3.0,9.0,2.0,1,9.0,10.0,10.0,8.0,8.0,8.0,10.0,6.0
1567,1,0.63,22.0,15.0,20.0,20.0,20.0,15.0,10.0,1,9.0,9.0,9.0,10.0,9.0,10.0,10.0,7.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,1,6.0,8.0,8.0,8.0,9.0,7.0,6.5,7.0
1568,1,0.65,23.0,10.0,25.0,20.0,10.0,20.0,15.0,1,9.0,9.0,9.0,9.0,9.0,9.0,10.0,1.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,1,6.5,7.0,6.5,5.0,5.0,5.0,5.5,5.0
1569,1,0.52,26.0,10.0,20.0,15.0,20.0,20.0,15.0,1,5.0,7.0,7.0,7.0,5.0,6.0,6.0,5.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,1,6.0,8.0,9.0,7.0,6.0,5.0,6.0,5.0
1570,0,0.07,27.0,10.0,20.0,20.0,10.0,20.0,20.0,0,6.0,9.0,8.0,8.0,9.0,8.0,7.0,9.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,0,6.0,8.0,8.0,5.5,6.0,2.0,5.0,6.5
1571,0,0.51,28.0,10.0,10.0,20.0,20.0,20.0,20.0,0,2.0,7.0,6.0,8.0,6.0,4.0,8.0,10.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,1,10.0,9.0,9.0,9.0,9.0,8.0,9.0,7.0
1572,1,0.71,25.0,20.0,20.0,20.0,20.0,10.0,10.0,1,7.0,10.0,9.0,10.0,8.0,9.0,10.0,8.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,1,8.0,8.0,8.0,8.0,7.0,7.5,8.5,6.5
1573,1,0.72,35.0,10.0,32.0,20.0,12.0,11.0,15.0,1,8.0,8.0,8.0,7.0,5.0,8.0,4.0,3.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,1,9.0,10.0,9.0,8.0,7.0,6.5,8.0,9.0
1574,0,0.71,32.0,30.0,30.0,30.0,5.0,0.0,5.0,0,4.0,8.0,8.0,5.0,7.0,6.0,7.0,7.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,0,7.0,7.0,8.5,6.5,9.0,4.0,5.0,3.0
1575,1,0.56,30.0,20.0,25.0,15.0,15.0,15.0,10.0,1,7.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,1,8.0,8.0,7.0,8.0,6.0,8.0,7.0,6.0
1576,1,0.52,22.0,15.0,20.0,20.0,20.0,5.0,20.0,1,10.0,7.0,7.0,6.0,6.0,8.0,5.0,2.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,1,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
1577,1,0.72,23.0,15.0,15.0,20.0,15.0,15.0,20.0,1,8.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,1,9.0,9.0,9.0,9.0,9.0,8.5,8.0,8.0
1578,0,0.18,23.0,15.0,15.0,20.0,15.0,20.0,15.0,0,3.0,10.0,10.0,10.0,10.0,6.0,7.0,8.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,1,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0
1579,0,0.58,27.0,25.0,15.0,20.0,20.0,20.0,0.0,0,9.0,9.0,10.0,10.0,7.0,6.0,8.0,5.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,0,8.0,7.0,9.0,6.0,9.0,4.0,7.0,6.0
1580,0,0.23,23.0,15.0,21.0,18.0,18.0,10.0,18.0,1,6.0,7.0,8.0,7.0,8.0,6.0,6.0,0.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,0,7.0,8.0,8.0,6.0,6.0,2.0,4.0,4.0
1582,1,0.8,29.0,10.0,20.0,20.0,20.0,20.0,10.0,1,8.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,1,9.0,9.0,9.0,9.0,9.0,8.0,8.0,6.0
1583,0,0.23,29.0,14.0,20.0,18.0,24.0,18.0,6.0,0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,21.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,4,1,3,2,6,5,7.0,9.0,9.0,9.0,6.0,1,7.5,8.5,9.0,9.5,9.5,9.0,8.0,6.5
1584,0,0.32,34.0,10.0,10.0,30.0,20.0,10.0,20.0,1,5.0,5.0,5.0,5.0,8.0,8.0,5.0,5.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,2,1,3,6,4,4.0,8.0,3.0,7.0,2.0,0,7.0,7.0,8.0,7.0,5.0,8.0,6.0,5.0
1585,0,0.41,22.0,15.0,20.0,20.0,20.0,15.0,10.0,1,9.0,7.0,7.0,9.0,6.0,5.0,8.0,6.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,2,1,3,6,4,4.0,8.0,3.0,7.0,2.0,0,9.0,6.0,7.0,6.0,5.0,3.0,5.0,2.0
1586,0,0.51,23.0,10.0,25.0,20.0,10.0,20.0,15.0,0,7.0,4.0,7.0,2.0,2.0,2.0,5.0,1.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,3,1,2,6,4,4.0,8.0,3.0,7.0,2.0,0,7.0,7.0,5.0,5.0,4.0,3.0,5.0,3.0
1587,1,0.6,26.0,10.0,20.0,15.0,20.0,20.0,15.0,1,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,3,1,2,6,4,4.0,8.0,3.0,7.0,2.0,1,7.0,8.0,7.0,7.0,4.0,7.0,7.0,5.0
1588,0,0.31,27.0,10.0,20.0,20.0,10.0,20.0,20.0,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,3,1,2,6,4,4.0,8.0,3.0,7.0,2.0,0,6.0,8.0,8.0,7.0,6.0,2.0,6.0,6.0
1589,1,0.55,28.0,10.0,10.0,20.0,20.0,20.0,20.0,1,7.0,7.0,7.0,8.0,7.0,7.0,8.0,9.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,3,1,2,6,4,4.0,8.0,3.0,7.0,2.0,1,8.0,7.0,6.0,7.0,6.0,6.0,7.0,5.0
1590,0,0.56,25.0,20.0,20.0,20.0,20.0,10.0,10.0,1,7.0,10.0,10.0,10.0,8.0,10.0,8.0,8.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,3,1,2,6,4,4.0,8.0,3.0,7.0,2.0,0,6.0,7.0,6.0,7.0,5.0,4.0,6.0,4.0
1591,0,0.83,35.0,10.0,32.0,20.0,12.0,11.0,15.0,0,5.0,7.0,9.0,6.0,7.0,5.0,5.0,4.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,3,1,2,6,4,4.0,8.0,3.0,7.0,2.0,0,6.0,7.0,5.0,7.0,6.0,4.0,6.0,5.0
1592,1,0.76,32.0,30.0,30.0,30.0,5.0,0.0,5.0,1,4.0,0.0,8.0,7.0,7.0,6.0,7.0,7.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,3,1,2,6,4,4.0,8.0,3.0,7.0,2.0,1,7.0,8.0,9.0,8.0,8.0,5.0,7.0,5.0
1593,0,0.33,30.0,20.0,25.0,15.0,15.0,15.0,10.0,0,6.0,6.0,6.0,4.0,6.0,1.0,5.0,5.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,2,1,3,6,4,4.0,8.0,3.0,7.0,2.0,0,7.0,7.0,6.0,5.0,4.0,3.0,5.0,3.0
1594,1,0.44,22.0,15.0,20.0,20.0,20.0,5.0,20.0,1,10.0,8.0,6.0,7.0,10.0,5.0,9.0,4.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,2,1,3,6,4,4.0,8.0,3.0,7.0,2.0,1,8.0,6.0,8.0,7.0,7.0,5.0,8.0,2.0
1595,0,0.55,23.0,15.0,15.0,20.0,15.0,15.0,20.0,0,7.0,9.0,7.0,6.0,7.0,5.0,5.0,9.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,2,1,3,6,4,4.0,8.0,3.0,7.0,2.0,0,7.0,7.0,6.0,6.0,7.0,3.0,5.0,4.0
1596,0,0.31,23.0,15.0,15.0,20.0,15.0,20.0,15.0,0,8.0,10.0,10.0,5.0,10.0,8.0,7.0,8.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,3,1,2,6,4,4.0,8.0,3.0,7.0,2.0,1,8.0,9.0,7.0,8.0,5.0,4.0,7.0,6.0
1597,0,0.39,27.0,25.0,15.0,20.0,20.0,20.0,0.0,0,9.0,9.0,8.0,10.0,8.0,7.0,8.0,5.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,3,1,2,6,4,4.0,8.0,3.0,7.0,2.0,0,6.0,5.0,7.0,6.0,6.0,4.0,5.0,3.0
1598,0,0.52,23.0,15.0,21.0,18.0,18.0,10.0,18.0,1,7.0,7.0,6.0,6.0,4.0,5.0,7.0,2.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,3,1,2,6,4,4.0,8.0,3.0,7.0,2.0,0,6.0,8.0,7.0,6.0,5.0,3.0,5.0,4.0
1599,0,0.39,25.0,15.0,3.0,50.0,20.0,2.0,10.0,0,9.0,7.0,8.0,7.0,6.0,7.0,3.0,2.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,3,1,2,6,4,4.0,8.0,3.0,7.0,2.0,1,8.0,7.0,7.0,9.0,8.0,4.0,7.0,5.0
1600,0,0.72,29.0,10.0,20.0,20.0,20.0,20.0,10.0,1,8.0,9.0,10.0,9.0,8.0,9.0,8.0,9.0,24.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,5,3,1,2,6,4,4.0,8.0,3.0,7.0,2.0,0,8.0,7.0,6.0,6.0,8.0,2.0,6.0,4.0
